nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;sizePron;motVedette;hwd;pronSampa;ipa
4;ăgĭʹlĭty;L.;;;n.;25.0;23;8;agility;agility;@ dZ I l @ 4 i:;ədZɪləɾiː
3;ăʹgĭo;;;;n.;26.0;23;5;agio;;;
3;ăgĭʹſtment;L.;;;n.;27.0;23;10;agistment;;;
3;ăʹgĭtāte;L.;;;v.;28.0;23;8;agitate;agitate;{ dZ @ t eI t;ædZəteIt
5;ăgĭtāʹtion;L.;;;n.;29.0;23;10;agitation;agitation;{ dZ @ t eI S @ n;ædZəteIʃən
4;ăgĭtāʹtor;L.;;;n.;30.0;23;9;agitator;agitator;{ dZ @ t eI 4 3:r;ædZəteIɾɜ:r
2;ăʹgnail;;;;n.;31.0;23;7;agnail;;;
4;ăgnāʹtion;L.;;;n.;32.0;23;9;agnation;;;
3;ăʹgŏny;G.;;;n.;33.0;23;6;agony;agony;{ g @ n i:;ægəniː
2;ăgreeʹ;F.;;;v.;34.0;23;6;agree;agree;@ g r\ i:;əgɹiː
4;ăgreeʹable;F.;;;a.;35.0;23;10;agreeable;agreeable;@ g r\ i: @ b @ l;əgɹiːəbəl
3;ăgreeʹment;;;;n.;36.0;23;10;agreement;agreement;@ g r\ i: m @ n t;əgɹiːmənt
4;ăʹgrĭcŭltŭre;L.;;;n.;37.0;23;12;agriculture;agriculture;{ g r\ i k V l tS 3:r;ægɹikʌltSɜ:r
2;ăgrieʹve;F.;;;v.;38.0;23;8;agrieve;;;
2;agrȯu̇ʹnd;;;;a.;39.0;23;9;agrouond;;;
2;āʹgūe;F.;;;n.;40.0;23;5;ague;;;
3;ăʹgūiſh;;;;a.;41.0;23;7;aguish;;;
1;aid;;;;v.;42.0;23;3;aid;aid;eI d;eId
1;ail;;;;v.;43.0;23;3;ail;ail;eI l;eIl
1;aim;;;;v.;44.0;23;3;aim;aim;eI m;eIm
1;air;;;;n.;45.0;23;3;air;air;E r\;ɛɹ
3;aiʹrĭneſs;;;;n.;46.0;23;9;airiness;;;
2;aiʹry;;;pas de {POS} indiquée dans le dictionnaire.;;47.0;23;5;airy;airy;E r\ i:;ɛɹiː
4;ălăbăʹſt_e_r;;;;n.;48.0;23;12;alabaster;alabaster;{ l @ b { s t 3:r;æləbæstɜ:r
4;alăʹcrĭty;;;;n.;49.0;23;9;alacrity;alacrity;@ l { k r\ @ 4 i:;əlækɹəɾiː
3;ălāmōʹde;;;;n.;50.0;23;8;alamode;;;
2;alăʹrm;F.;;;n.;51.0;23;6;alarm;alarm;@ l A r\ m;əlɑɹm
2;ălaʹy;;;;n.;52.0;23;5;alay;;;
3;ăʹlbĭon;L.;;;n.;53.0;23;7;albion;albion;{ l b i: @ n;ælbiːən
2;ălcāʹde;;;;n.;54.0;23;7;alcade;;;
3;ăʹlcăhol;;;;n.;55.0;23;8;alcahol;;;
4;ăʹlcăhŏlīze;;;;v.;56.0;23;11;alcaholize;;;
6;ălcălĭzāʹtion;;;;n.;57.0;23;13;alcalization;;;
3;ăʹlchymy;;;;n.;58.0;23;8;alchymy;;;
3;ăʹlcŏran;;;;n.;59.0;23;8;alcoran;;;
2;ăʹlcōve;F.;;;n.;60.0;23;7;alcove;alcove;{ l k @U v;ælkoʊv
2;ăʹld_e_r;;;;n.;61.0;23;8;alder;alder;O: l d 3:r;Oːldɜ:r
3;ăʹldĕrmăn;;;;n.;62.0;23;9;alderman;alderman;O: l d 3:r m @ n;Oːldɜ:rmən
1;āle;;;;n.;63.0;23;3;ale;ale;eI l;eIl
3;ale-cŏnner;;nbSyll>1 et pas d'accent tonic;;n.;64.0;23;10;ale-conner;;;
3;ălĕʹcto;;;;n.;65.0;23;7;alecto;;;
6;alĕʹctry̆ŏmăncy;G.;;;n.;66.0;23;15;alectryoomancy;;;
3;āʹlĕgăr;;;;n.;67.0;23;7;alegar;;;
2;aʹl_e_hoof;;;;n.;68.0;23;10;alehoof;;;
4;alexăʹndrĭne;;;;n.;69.0;23;12;alexandrine;alexandrine;{ l @ g z { n d r\ i: n;æləgzændɹiːn
5;alexĭphăʹrmics;;;;n.;70.0;23;14;alexipharmics;;;
3;ăʹlgĕbrā;;;;n.;71.0;23;8;algebra;algebra;{ l dZ @ b r\ @;ældZəbɹə
4;ălgĕbraʹiſt;;;;n.;72.0;23;11;algebraist;;;
3;ăʹlgorĭthm;;;;n.;73.0;23;10;algorithm;algorithm;{ l g 3:r I D @ m;ælgɜ:rɪðəm
4;alhŏʹllăntīde;;;;n.;2.0;24;13;alhollantide;;;
3;ăʹlĭas;L.;;;p.;3.0;24;6;alias;alias;eI l i: @ s;eIliːəs
3;ăʹlĭen;L.;;;n.;4.0;24;6;alien;alien;eI l i: @ n;eIliːən
4;ăʹlĭenāte;;;;v.;5.0;24;9;alienate;alienate;eI l j @ n eI t;eIljəneIt
6;ălĭenāʹtion;;;;n.;6.0;24;11;alienation;alienation;eI l i: @ n eI S @ n;eIliːəneIʃən
3;ăʹlĭment;L.;;;n.;7.0;24;8;aliment;;;
5;ălĭmĕʹntary;;;;a.;8.0;24;11;alimentary;alimentary;{ l @ m E n t 3:r i:;æləmɛntɜ:riː
4;ăʹlĭmŏny;;;;n.;9.0;24;8;alimony;alimony;{ l @ m @U n i:;æləmoʊniː
3;ăʹlĭquănt;L.;;;n.;10.0;24;9;aliquant;;;
3;ăʹlĭquot;L.;;;n.;11.0;24;8;aliquot;;;
4;ălĭſăʹnd_e_rs;;;;n.;12.0;24;13;alisanders;;;
3;ăʹlkăhĕſt;;;;n.;13.0;24;9;alkahest;alkahest;{ l k @ h E s t;ælkəhɛst
3;ăʹlkăly;;;;n.;14.0;24;7;alkaly;;;
2;ăllaʹy;F.;;;n.;15.0;24;6;allay;allay;@ l eI;əleI
2;ăllĕʹdge;L.;;;v.;16.0;24;8;alledge;;;
5;ăllēgāʹtion;L.;;;n.;17.0;24;11;allegation;allegation;{ l @ g eI S @ n;æləgeIʃən
4;ăllĕʹgĭ_a_nce;L.;;;n.;18.0;24;13;allegiance;allegiance;@ l i: dZ @ n s;əliːdZəns
5;ăllēgŏʹrical;G.;;;a.;19.0;24;12;allegorical;allegorical;{ l @ g O: r\ @ k @ l;æləgOːɹəkəl
4;ăllēgorīʹze;;;;v.;20.0;24;11;allegorize;;;
4;ăʹllĕgŏry;G.;;;n.;21.0;24;9;allegory;allegory;{ l @ g O: r\ i:;æləgOːɹiː
3;ăllēʹgro;;;;n.;22.0;24;8;allegro;allegro;@ l E g r\ @U;əlɛgɹoʊ
4;ăllĕʹvĭāte;L.;;;v.;23.0;24;10;alleviate;alleviate;@ l i: v i: eI t;əliːviːeIt
2;ăʹlley;F.;;;n.;24.0;24;6;alley;alley;{ l i:;æliː
3;ăllīʹance;F.;;;n.;25.0;24;9;alliance;alliance;@ l aI @ n s;əlaIəns
2;ăllīʹ_e_s;F.;;;n.;26.0;24;9;allies;allies;{ l aI z;ælaIz
5;ăllĭgāʹtion;L.;;;n.;27.0;24;11;alligation;;;
4;ăllĭgāʹtor;;;;n.;28.0;24;10;alligator;alligator;{ l @ g eI 4 3:r;æləgeIɾɜ:r
4;allōʹdĭal;;;;a.;29.0;24;9;allodial;;;
2;allŏʹnge;;;;n.;30.0;24;8;allonge;;;
2;allŏʹt;;;;v.;31.0;24;6;allot;allot;@ l A t;əlɑt
2;allȯẇ;F.;nbSyll>1 et pas d'accent tonic;;v.;32.0;24;5;allow;allow;@ l aU;əlaU
3;allȯẇănce;;nbSyll>1 et pas d'accent tonic;;n.;33.0;24;9;allowance;allowance;@ l aU @ n s;əlaUəns
2;allūʹde;L.;;;v.;34.0;24;7;allude;allude;@ l u d;əlud
2;ăʹllŭm;;;;n.;35.0;24;6;allum;allum;{ l @ m;æləm
4;allūʹmĭnāte;F.;;;v.;36.0;24;11;alluminate;;;
2;allūre;;nbSyll>1 et pas d'accent tonic;;v.;37.0;24;6;allure;allure;@ l U r\;əlʊɹ
3;allūʹr_e_ment;;;;n.;38.0;24;13;allurement;;;
4;allūʹſion;L.;;;n.;39.0;24;9;allusion;allusion;@ l u Z @ n;əluʒən
3;ăʹlmănăc;;;;n.;40.0;24;8;almanac;almanac;O: l m @ n { k;Oːlmənæk
2;ăʹlmŏnd;;;;n.;41.0;24;7;almond;almond;A m @ n d;ɑmənd
3;ăʹlmŏner;;;;n.;42.0;24;8;almoner;;;
1;alms;;;;n.;43.0;24;4;alms;alms;A l m z;ɑlmz
3;ăʹlŏès;;;;n.;44.0;24;6;aloes;;;
2;alŏʹft;;;;p.;45.0;24;6;aloft;aloft;@ l O: f t;əlOːft
2;alooʹf;;;;p.;46.0;24;6;aloof;aloof;@ l u f;əluf
4;ălŏʹpĕcy;G.;;;n.;47.0;24;8;alopecy;;;
2;alȯu̇d;;nbSyll>1 et pas d'accent tonic;;p.;48.0;24;6;alouod;;;
3;ăʹlphăbĕt;G.;;;n.;49.0;24;9;alphabet;alphabet;{ l f @ b E t;ælfəbɛt
5;alphăbĕʹtĭcal;G.;;;a.;50.0;24;13;alphabetical;alphabetical;{ l f @ b E 4 i k @ l;ælfəbɛɾikəl
2;aʹlt_a_r;;;;n.;51.0;24;8;altar;altar;O: l t 3:r;Oːltɜ:r
2;aʹlt_e_r;L.;;;v.;52.0;24;8;alter;alter;O: l t 3:r;Oːltɜ:r
5;alte˘rāʹtion;L.;;;n.;53.0;24;12;alteration;alteration;O: l t 3:r eI S @ n;Oːltɜ:reIʃən
4;aʹltĕrătives;;;;n.;54.0;24;12;alteratives;;;
5;alte˘rcāʹtion;L.;;;n.;55.0;24;13;altercation;altercation;A l t 3:r k eI S @ n;ɑltɜ:rkeIʃən
3;alte˘ʹrnāte;L.;;;a.;56.0;24;11;alternate;alternate;O: l t 3:r n @ t;Oːltɜ:rnət
5;alte˘rnāʹtion;L.;;;n.;57.0;24;13;alternation;alternation;O: l t 3:r n eI S @ n;Oːltɜ:rneIʃən
3;alteʹrnative;;;;n.;58.0;24;12;alternative;alternative;O: l t 3:r n @ 4 i v;Oːltɜ:rnəɾiv
5;altĕʹrnătĭvely;;;;p.;59.0;24;14;alternatively;alternatively;O: l t 3:r n @ 4 i v l i:;Oːltɜ:rnəɾivliː
4;altĭʹme˘try;L.;;;n.;60.0;24;11;altimetry;;;
3;aʹltĭtude;L.;;;n.;61.0;24;9;altitude;altitude;{ l t @ t u d;æltətud
2;aʹltŭs;;;;n.;62.0;24;6;altus;altus;{ l t @ s;æltəs
3;alūʹde˘ls;;;;n.;63.0;24;9;aludels;;;
2;ăʹlum;G.;;;n.;64.0;24;5;alum;alum;{ l @ m;æləm
2;āmaiʹn;;;;p.;65.0;24;6;amain;;;
4;amăʹlgămāte;;;;v.;66.0;24;11;amalgamate;amalgamate;@ m { l g @ m eI t;əmælgəmeIt
6;amălgămaʹtion;;;;n.;67.0;24;13;amalgamation;amalgamation;@ m { l g @ m eI S @ n;əmælgəmeIʃən
5;amănūĕʹnſis;L.;;;n.;68.0;24;11;amanuensis;;;
2;amăʹſs;F.;;;v.;69.0;24;6;amass;amass;@ m { s;əmæs
4;ăʹmătŏry;L.;;;n.;70.0;24;8;amatory;;;
2;amāʹze;;;;v.;71.0;24;6;amaze;amaze;@ m eI z;əmeIz
3;aʹmăzons;G.;;;n.;72.0;24;8;amazons;amazons;{ m @ z A n z;æməzɑnz
3;ambāʹgès;L.;;;n.;73.0;24;8;ambages;;;
5;ambărvāʹlĭā;L.;;;n.;2.0;25;11;ambarvalia;;;
4;ămbăʹſſădor;F.;;;n.;3.0;25;11;ambassador;ambassador;{ m b { s @ 4 3:r;æmbæsəɾɜ:r
4;ambăʹſſadreſs;;;;n.;4.0;25;13;ambassadress;ambassadress;{ m b { s @ d r\ @ s;æmbæsədɹəs
2;ăʹmb_e_r;;;;n.;5.0;25;8;amber;amber;{ m b 3:r;æmbɜ:r
3;ăʹmbĕrgrēſe;;;;n.;6.0;25;11;ambergrese;;;
4;ămbĭdĕʹxt_e_r;L.;;;n.;7.0;25;13;ambidexter;;;
4;ămbĭdĕʹxtr_o_us;L.;;;a.;8.0;25;15;ambidextrous;ambidextrous;{ m b @ d E k s t r\ @ s;æmbədɛkstɹəs
3;ăʹmbĭĕnt;L.;;;a.;9.0;25;8;ambient;ambient;{ m b i: @ n t;æmbiːənt
5;ambĭfāʹrĭ_o_us;L.;;;a.;10.0;25;14;ambifarious;;;
5;ambĭgūʹĭty;L.;;;n.;11.0;25;10;ambiguity;ambiguity;{ m b i g j u @ 4 i:;æmbigjuəɾiː
4;ambĭʹgu_o_us;L.;;;a.;12.0;25;12;ambiguous;ambiguous;{ m b I g j u @ s;æmbɪgjuəs
2;ăʹmbit;L.;;;n.;13.0;25;6;ambit;;;
4;ămbĭʹtion;L.;;;n.;14.0;25;9;ambition;ambition;{ m b I S @ n;æmbɪʃən
4;ămbĭʹti_o_us;;;;a.;15.0;25;12;ambitious;ambitious;{ m b I S @ s;æmbɪʃəs
2;ăʹmble;F.;;;v.;16.0;25;6;amble;amble;{ m b @ l;æmbəl
3;ăʹmblygon;G.;;;n.;17.0;25;9;amblygon;;;
5;amblygōʹnĭal;G.;;;a.;18.0;25;12;amblygonial;;;
4;ămbrōʹsĭā;G.;;;n.;19.0;25;9;ambrosia;ambrosia;{ m b r\ @U Z @;æmbɹoʊʒə
4;ambrŏʹsĭal;;;;a.;20.0;25;10;ambrosial;ambrosial;{ m b r\ @U Z @ l;æmbɹoʊʒəl
5;ămbŭlaʹtion;L.;;;n.;21.0;25;11;ambulation;;;
3;ămbŭſcăʹde;F.;;;n.;22.0;25;10;ambuscade;;;
2;ăʹmel;;;;n.;23.0;25;5;amel;;;
2;āʹme˘n;;;;p.;24.0;25;6;amen;amen;eI m E n;eImɛn
4;amēʹnable;F.;;;a.;25.0;25;9;amenable;amenable;@ m E n @ b @ l;əmɛnəbəl
2;ame˘ʹnd;L.;;;v.;26.0;25;7;amend;amend;@ m E n d;əmɛnd
3;ame˘ʹndment;;;;n.;27.0;25;11;amendment;amendment;@ m E n d m @ n t;əmɛndmənt
2;ame˘ʹnds;;;;n.;28.0;25;8;amends;amends;@ m E n d z;əmɛndz
4;amēʹnĭty;L.;;;n.;29.0;25;8;amenity;amenity;@ m E n @ 4 i:;əmɛnəɾiː
2;ame˘ʹrce;F.;;;v.;30.0;25;8;amerce;;;
3;ame˘ʹrc_e_ment;;;;n.;31.0;25;14;amercement;;;
4;ămĕʹrĭcā;;;;n.;32.0;25;8;america;america;@ m E r\ @ k @;əmɛɹəkə
2;āʹme˘ſs;L.;;;n.;33.0;25;7;amess;;;
3;ăʹmĕthyſt;G.;;;n.;34.0;25;9;amethyst;amethyst;{ m i T i s t;æmiθist
3;ămfrăʹctus;L.;;;a.;35.0;25;10;amfractus;;;
4;ăʹmĭable;L.;;;a.;36.0;25;8;amiable;amiable;eI m i: @ b @ l;eImiːəbəl
5;ăʹmĭableneſs;;;;n.;37.0;25;12;amiableness;;;
4;amĭăʹntus;G.;;;n.;38.0;25;9;amiantus;;;
4;ăʹmĭcable;L.;;;a.;39.0;25;9;amicable;amicable;{ m i k @ b @ l;æmikəbəl
3;āʹmĭty;L.;;;n.;40.0;25;6;amity;amity;{ m i 4 i:;æmiɾiː
2;ăʹmmā;;;;n.;41.0;25;5;amma;;;
2;ăʹmmon;;;;n.;42.0;25;6;ammon;ammon;{ m @ n;æmən
5;ămmŭnĭʹtion;F.;;;n.;43.0;25;11;ammunition;ammunition;{ m j @ n I S @ n;æmjənɪʃən
3;ăʹmnĕſty;G.;;;n.;44.0;25;8;amnesty;amnesty;{ m n @ s t i:;æmnəstiː
4;ămŏrōʹſo;L.;;;n.;45.0;25;8;amoroso;amoroso;A m O: r\ @U s @U;ɑmOːɹoʊsoʊ
3;ăʹmŏr_o_us;L.;;;a.;46.0;25;10;amorous;amorous;{ m 3:r @ s;æmɜ:rəs
2;āmŏʹrt;F.;;;a.;47.0;25;6;amort;;;
2;amȯu̇nt;;nbSyll>1 et pas d'accent tonic;;n.;48.0;25;7;amouont;;;
3;amouʹrs;F.;;;n.;49.0;25;7;amours;;;
3;amouʹsès;;;;n.;50.0;25;8;amouses;;;
4;ămphĭʹbĭ_o_us;G.;;;a.;51.0;25;13;amphibious;amphibious;{ m f I b i: @ s;æmfɪbiːəs
6;amphĭbŏlōʹgĭcal;G.;;;a.;52.0;25;15;amphibological;;;
5;amphĭbŏʹlŏgy;G.;;;n.;53.0;25;12;amphibology;;;
4;ămphĭʹſcĭī;G.;;;n.;54.0;25;10;amphiscii;;;
5;amphĭtheʹatre;G.;;;n.;55.0;25;13;amphitheatre;amphitheatre;{ m p @ T i: @ 4 3:r;æmpəθiːəɾɜ:r
2;ăʹmple;L.;;;a.;56.0;25;6;ample;ample;{ m p @ l;æmpəl
6;amplĭfĭcāʹtion;;;;n.;57.0;25;14;amplification;amplification;{ m p l @ f @ k eI S @ n;æmpləfəkeIʃən
3;ăʹmplĭfy;L.;;;v.;58.0;25;8;amplify;amplify;{ m p l @ f aI;æmpləfaI
3;ăʹmplĭtūde;L.;;;n.;59.0;25;10;amplitude;amplitude;{ m p l @ t u d;æmplətud
5;ampūtāʹtion;L.;;;n.;60.0;25;11;amputation;amputation;{ m p j @ t eI S @ n;æmpjəteIʃən
3;ăʹmūlet;L.;;;n.;61.0;25;7;amulet;amulet;{ m j @ l @ t;æmjələt
2;amūʹſe;F.;;;v.;62.0;25;6;amuse;amuse;@ m j u z;əmjuz
3;amūʹſement;;;;n.;63.0;25;10;amusement;amusement;@ m j u z m @ n t;əmjuzmənt
4;amyʹgdălāte;L.;;;n.;64.0;25;11;amygdalate;;;
2;ăʹnā;G.;;;n.;65.0;25;4;ana;ana;A n @;ɑnə
4;anăbăʹptiſts;G.;;;n.;66.0;25;12;anabaptists;;;
4;ăʹnăcăʹmptic;G.;;;a.;67.0;25;12;anacamptic;;;
5;ănăcăthăʹrtics;G.;;;n.;68.0;25;14;anacathartics;;;
7;ănăcĕphălæʹŏſis;G.;;;n.;69.0;25;15;anacephalæosis;;;
4;anăʹc_h_rŏniſm;G.;;;n.;70.0;25;14;anachronism;anachronism;@ n { k r\ @ n I z @ m;ənækɹənɪzəm
5;anăcrēŏʹntic;G.;;;n.;71.0;25;12;anacreontic;;;
3;ăʹnăgrăm;G.;;;n.;72.0;25;8;anagram;anagram;{ n @ g r\ { m;ænəgɹæm
5;ănăgrăʹmmătiſt;;;;n.;73.0;25;14;anagrammatist;;;
4;ănălĕʹptic;G.;;;a.;2.0;26;10;analeptic;;;
4;analeʹptics;;;;n.;3.0;26;11;analeptics;;;
4;ănăʹlŏgy;G.;;;n.;4.0;26;8;analogy;analogy;@ n { l @ dZ i:;ənælədZiː
4;ănăʹly̆ſis;G.;;;n.;5.0;26;10;analyosis;;;
4;analy̆ʹtic;G.;;;a.;6.0;26;10;analyotic;;;
3;ănāʹnā;;;;n.;7.0;26;6;anana;;;
3;ăʹnărchy;G.;;;n.;8.0;26;8;anarchy;anarchy;{ n 3:r k i:;ænɜ:rkiː
4;ănăfaʹrcā;G.;;;n.;9.0;26;9;anafarca;;;
5;ănăſtŏmăʹtics;G.;;;n.;10.0;26;13;anastomatics;;;
4;ănăʹthĕmā;G.;;;n.;11.0;26;9;anathema;anathema;@ n { T @ m @;ənæθəmə
5;anăʹthĕmătīze;;;;v.;12.0;26;13;anathematize;;;
4;ănăʹtociſm;G.;;;n.;13.0;26;10;anatocism;;;
5;ănătŏʹmĭcal;;;;a.;14.0;26;11;anatomical;anatomical;{ n @ t A m @ k @ l;ænətɑməkəl
4;ănăʹtŏmiſt;;;;n.;15.0;26;10;anatomist;anatomist;@ n { 4 @ m @ s t;ənæɾəməst
4;ănăʹtŏmy;G.;;;n.;16.0;26;8;anatomy;anatomy;@ n { 4 @ m i:;ənæɾəmiː
3;ăʹncĕſtors;L.;;;n.;17.0;26;10;ancestors;ancestors;{ n s E s t 3:r z;ænsɛstɜ:rz
2;ăʹnc_h_or;L.;;;n.;18.0;26;9;anchor;anchor;{ N k 3:r;æŋkɜ:r
3;ăʹnc_h_ŏrage;;;;n.;19.0;26;12;anchorage;anchorage;{ N k 3:r @ dZ;æŋkɜ:rədZ
3;ăʹnc_h_ŏrīte;G.;;;n.;20.0;26;12;anchorite;;;
3;ăʹnchŏvy;;;;n.;21.0;26;8;anchovy;anchovy;{ n tS @U v i:;æntSoʊviː
3;ăʹnc_h_ylops;G.;;;n.;22.0;26;12;anchylops;;;
3;ăʹncĭent;F.;;;a.;23.0;26;8;ancient;ancient;eI n tS @ n t;eIntSənt
4;ăʹncĭently;;;;p.;24.0;26;10;anciently;anciently;eI n tS @ n t l i:;eIntSəntliː
2;ăʹncle;;;;n.;25.0;26;6;ancle;;;
2;ăndăʹnte;;;;n.;26.0;26;8;andante;andante;A n d A n t eI;ɑndɑnteI
3;ane˘ʹcdŏtes;G.;;;n.;27.0;26;11;anecdotes;anecdotes;{ n @ k d @U t s;ænəkdoʊts
4;ănĕʹmŏny;;;;n.;28.0;26;8;anemony;;;
2;ăʹngel;G.;;;n.;29.0;26;6;angel;angel;eI n dZ @ l;eIndZəl
4;ăngĕʹlĭcā;;;;n.;30.0;26;9;angelica;angelica;{ n dZ E l i k @;ændZɛlikə
4;ăngĕʹlĭcal;G.;;;a.;31.0;26;10;angelical;;;
2;ăʹnger;;;;n.;32.0;26;6;anger;anger;{ N g 3:r;æŋgɜ:r
2;ăʹngī;;;;n.;33.0;26;5;angi;angi;{ n dZ i:;ændZiː
3;angīʹnā;L.;;;n.;34.0;26;7;angina;angina;{ n dZ aI n @;ændZaInə
2;ăʹngle;L.;;;n.;35.0;26;6;angle;angle;{ N g @ l;æŋgəl
3;ăʹnglīciſm;;;;n.;36.0;26;10;anglicism;;;
2;ăʹngred;;;;a.;37.0;26;7;angred;;;
3;ănguĭʹlles;;;;n.;38.0;26;10;anguilles;;;
2;ăʹnguĭſh;L.;;;n.;39.0;26;8;anguish;anguish;{ N g w i S;æŋgwiʃ
3;ăʹngŭlar;L.;;;a.;40.0;26;8;angular;angular;{ N g j @ l 3:r;æŋgjəlɜ:r
3;ănhēʹlus;L.;;;n.;41.0;26;8;anhelus;;;
6;ănĭmădvĕʹrſion;L.;;;n.;42.0;26;14;animadversion;;;
4;ănĭmădvĕʹrt;L.;;;v.;43.0;26;11;animadvert;;;
3;ăʹnĭmal;L.;;;n.;44.0;26;7;animal;animal;{ n @ m @ l;ænəməl
4;ănĭmaʹlcūle;L.;;;n.;45.0;26;11;animalcule;;;
3;ăʹnĭmāte;L.;;;v.;46.0;26;8;animate;animate;{ n @ m @ t;ænəmət
4;ăʹnĭmāted;;;;a.;47.0;26;9;animated;animated;{ n @ m eI 4 @ d;ænəmeIɾəd
5;ănĭmŏʹſity;L.;;;n.;48.0;26;10;animosity;animosity;{ n @ m A s @ 4 i:;ænəmɑsəɾiː
3;ăʹnnăliſt;;;;n.;49.0;26;9;annalist;;;
2;ăʹnnăls;L.;;;n.;50.0;26;7;annals;annals;{ n @ l z;ænəlz
2;ănneaʹls;;;;v.;51.0;26;8;anneals;;;
3;ănnealʹing;;;;n.;52.0;26;10;annealing;annealing;@ n i: l i N;əniːliŋ
2;ănnĕʹx;L.;;;v.;53.0;26;6;annex;annex;{ n E k s;ænɛks
4;ănnīʹhĭlāte;L.;;;v.;54.0;26;11;annihilate;annihilate;@ n aI @ l eI t;ənaIəleIt
6;annihĭlāʹtion;;;;n.;55.0;26;13;annihilation;annihilation;@ n aI @ l eI S @ n;ənaIəleIʃən
5;ănnĭvĕʹrſăry;L.;;;n.;56.0;26;12;anniversary;anniversary;{ n @ v 3:r s 3:r i:;ænəvɜ:rsɜ:riː
5;annŏtāʹtion;L.;;;n.;57.0;26;11;annotation;annotation;{ n @ t eI S @ n;ænəteIʃən
2;ănnоʹу;F.;;;v.;58.0;26;6;annoy;annoy;@ n OI;ənOI
3;ănnoʹyănce;F.;;;n.;59.0;26;10;annoyance;annoyance;@ n OI @ n s;ənOIəns
3;ăʹnnūal;L.;;;a.;60.0;26;7;annual;annual;{ n j u @ l;ænjuəl
4;annūʹĭty;L.;;;n.;61.0;26;8;annuity;annuity;@ n u @ 4 i:;ənuəɾiː
2;ănnuʹl;F.;;;v.;62.0;26;6;annul;annul;{ n @ l;ænəl
3;ăʹnnūlar;L.;;;a.;63.0;26;8;annular;annular;{ n j @ l 3:r;ænjəlɜ:r
6;ănnŭncĭāʹtion;;;;n.;64.0;26;13;annunciation;;;
3;ăʹnodynes;G.;;;n.;65.0;26;9;anodynes;;;
2;ănoiʹnt;;;;v.;66.0;26;7;anoint;anoint;@ n OI n t;ənOInt
6;ănŏmălĭʹſtĭcal;;;;n.;67.0;26;14;anomalistical;;;
4;anōʹmălous;G.;;;a.;68.0;26;10;anomalous;anomalous;@ n A m @ l @ s;ənɑmələs
4;ănōʹmăly;G.;;;n.;69.0;26;8;anomaly;anomaly;@ n A m @ l i:;ənɑməliː
4;anŏʹny̆m_o_us;G.;;;a.;70.0;26;13;anonyomous;;;
4;ăʹnŏrĕxy;G.;;;n.;71.0;26;8;anorexy;;;
2;ăʹnſ_w_ĕr;;;;v.;72.0;26;9;answer;answer;{ n s 3:r;ænsɜ:r
1;ant;;;;n.;73.0;26;3;ant;ant;{ n t;ænt
4;ăntăʹgŏniſt;G.;;;n.;2.0;27;11;antagonist;antagonist;{ n t { g @ n @ s t;æntægənəst
3;ăntăʹrctic;G.;;;n.;3.0;27;10;antarctic;antarctic;{ n t A r\ k t i k;æntɑɹktik
6;ăntĕcēdāʹnē_o_us;;;;a.;4.0;27;16;antecedaneous;;;
4;ăntĕcēʹdent;L.;;;n.;5.0;27;11;antecedent;antecedent;{ n t E s @ d @ n t;æntɛsədənt
4;anʹtĕchămber;F.;;;n.;6.0;27;12;antechamber;;;
3;ăʹntĕdāte;F.;;;v.;7.0;27;9;antedate;;;
6;antĕdĭlūʹviăn;L.;;;a.;8.0;27;13;antediluvian;;;
6;ante˘me˘rĭʹdĭan;L.;;;n.;9.0;27;15;antemeridian;antemeridian;{ n t @ m E r\ I 4 i: @ n;æntəmɛɹɪɾiːən
3;ăʹntĕpăſt;L.;;;n.;10.0;27;9;antepast;;;
6;ante˘pēnŭʹltĭma;L.;;;n.;11.0;27;15;antepenultima;;;
5;antepile˘ʹptics;G.;;;n.;12.0;27;15;antepileptics;;;
4;ăntĕʹrior;L.;;;n.;13.0;27;9;anterior;anterior;{ n t I r\ i: 3:r;æntɪɹiːɜ:r
2;ăʹnthem;G.;;;n.;14.0;27;7;anthem;anthem;{ n T @ m;ænθəm
5;anthe˘ſphōʹrĭā;G.;;;n.;15.0;27;14;anthesphoria;;;
5;anthe˘ſtēʹrĭā;G.;;;n.;16.0;27;13;anthesteria;;;
5;anthrōpŏʹphăgī;G.;;;n.;17.0;27;14;anthropophagi;;;
5;antĭărthrĭʹtics;G.;;;n.;18.0;27;15;antiarthritics;;;
5;antĭăſthmăʹtics;G.;;;n.;19.0;27;15;antiasthmatics;;;
3;ăʹntĭc_h_īſt;G.;;;n.;20.0;27;12;antichist;;;
5;antĭc_h_rĭʹſtĭan;;;;a.;21.0;27;16;antichristian;;;
5;antĭʹcĭpāte;L.;;;v.;22.0;27;11;anticipate;anticipate;{ n t I s @ p eI t;æntɪsəpeIt
2;ăʹntic;F.;;;n.;23.0;27;6;antic;antic;{ n t i k;æntik
3;ăʹntĭdote;G.;;;n.;24.0;27;9;antidote;antidote;{ n t i d @U t;æntidoʊt
5;antĭēme˘ʹtics;G.;;;n.;25.0;27;13;antiemetics;;;
3;ăʹntĭlōpe;;;;n.;26.0;27;9;antilope;;;
6;antĭmŏnăʹrc_h_ĭcal;G.;;;a.;27.0;27;18;antimonarchical;;;
